spec,estimand,dropped_id,dropped_label,b,se,tau,N,clusters,full_b_tmp,full_b,delta,abs_delta
T3_col6_LI,LI_minus_nonLI,22,Jackson Johnson Persico(2016),.044356058044924,.038881686,.022001682,22,10,,.0553671997112251,-.0110111416663011,.0110111416663011
T3_col6_LI,LI_minus_nonLI,0,full sample,.0553671997112251,.027995078,.021927105,25,11,.0553671997112251,.0553671997112251,,
T3_col6_LI,LI_minus_nonLI,99,Chaudhary(2009) Hyman(2017) Papke(2008) Roy(2011),.0809198848951964,.01607684,.019942744,22,10,,.0553671997112251,.0255526851839713,.0255526851839713
T3_col6_LI,LI_minus_nonLI,25,Kreisman Steinberg(2019),.048643863577775,.052277867,.019969858,22,10,,.0553671997112251,-.00672333613345,.00672333613345
T3_col6_LI,LI_minus_nonLI,2,Abott Kogan Lavertu Peskowitz(2020),.0585470703099728,.028802793,.022758629,22,10,,.0553671997112251,.0031798705987477,.0031798705987477
T3_col6_LI,LI_minus_nonLI,4,Baron(2022),.0493433845310029,.027308747,.019746155,23,10,,.0553671997112251,-.0060238151802222,.0060238151802222
T3_col6_LI,LI_minus_nonLI,37,Weinstein Stiefel Schwartz Chalico(2009),.0553225068249141,.028469296,.022781247,24,10,,.0553671997112251,-.000044692886311,.000044692886311
T3_col6_LI,LI_minus_nonLI,101,Cascio Gordon Reber(2013) Johnson(2015),.0541177429886209,.024960678,.016446227,21,10,,.0553671997112251,-.0012494567226042,.0012494567226042
T3_col6_LI,LI_minus_nonLI,7,Candelaria Shores(2019),.0500980154247632,.031575851,.023004815,22,10,,.0553671997112251,-.0052691842864619,.0052691842864619
T3_col6_LI,LI_minus_nonLI,20,Jackson Wigger Xiong(2021),.0552761415374595,.029454976,.024668371,24,10,,.0553671997112251,-.0000910581737656,.0000910581737656
T3_col6_LI,LI_minus_nonLI,28,Lee Polachek(2018),.0552884385327542,.030153226,.026111476,24,10,,.0553671997112251,-.0000787611784709,.0000787611784709
T3_col6_LI,LI_minus_nonLI,31,Miller(2018),.0552760498800732,.029728662,.025222568,24,10,,.0553671997112251,-.0000911498311519,.0000911498311519
T3_col6_LI,Overall,37,Weinstein Stiefel Schwartz Chalico(2009),.0569676939217012,.0078146532,.022781247,24,10,,.0574119559380608,-.0004442620163596,.0004442620163596
T3_col6_LI,Overall,101,Cascio Gordon Reber(2013) Johnson(2015),.0550518912670338,.0078131389,.016446227,21,10,,.0574119559380608,-.002360064671027,.002360064671027
T3_col6_LI,Overall,4,Baron(2022),.0559193103385164,.0077894153,.019746155,23,10,,.0574119559380608,-.0014926455995444,.0014926455995444
T3_col6_LI,Overall,7,Candelaria Shores(2019),.0578079966924234,.0080442084,.023004815,22,10,,.0574119559380608,.0003960407543626,.0003960407543626
T3_col6_LI,Overall,22,Jackson Johnson Persico(2016),.0560504556558177,.008141607,.022001682,22,10,,.0574119559380608,-.0013615002822431,.0013615002822431
T3_col6_LI,Overall,28,Lee Polachek(2018),.0565486924205507,.010436656,.026111476,24,10,,.0574119559380608,-.0008632635175101,.0008632635175101
T3_col6_LI,Overall,20,Jackson Wigger Xiong(2021),.0654237275832348,.005932569,.024668371,24,10,,.0574119559380608,.008011771645174,.008011771645174
T3_col6_LI,Overall,99,Chaudhary(2009) Hyman(2017) Papke(2008) Roy(2011),.0569774988936758,.0082047665,.019942744,22,10,,.0574119559380608,-.000434457044385,.000434457044385
T3_col6_LI,Overall,2,Abott Kogan Lavertu Peskowitz(2020),.057508292335758,.0078802677,.022758629,22,10,,.0574119559380608,.0000963363976972,.0000963363976972
T3_col6_LI,Overall,0,full sample,.0574119559380608,.0078563243,.021927105,25,11,.0574119559380608,.0574119559380608,,
T3_col6_LI,Overall,31,Miller(2018),.0558068345746661,.0097564636,.025222568,24,10,,.0574119559380608,-.0016051213633947,.0016051213633947
T3_col6_LI,Overall,25,Kreisman Steinberg(2019),.0599868489925783,.0086916015,.019969858,22,10,,.0574119559380608,.0025748930545175,.0025748930545175
T3_col7_atta,Overall,20,Jackson Wigger Xiong(2021),.0606979015359618,.0079914266,.017740868,11,10,,.0568259628160267,.0038719387199351,.0038719387199351
T3_col7_atta,Overall,28,Lee Polachek(2018),.0562318228448296,.00846422,.019186348,11,10,,.0568259628160267,-.0005941399711971,.0005941399711971
T3_col7_atta,Overall,99,Chaudhary(2009) Hyman(2017) Papke(2008) Roy(2011),.0574315528936712,.0079910252,.018488821,11,10,,.0568259628160267,.0006055900776445,.0006055900776445
T3_col7_atta,Overall,4,Baron(2022),.0548839006389893,.0070297024,.014244761,11,10,,.0568259628160267,-.0019420621770374,.0019420621770374
T3_col7_atta,Overall,25,Kreisman Steinberg(2019),.0613517567651114,.0067489706,.014352252,11,10,,.0568259628160267,.0045257939490847,.0045257939490847
T3_col7_atta,Overall,101,Cascio Gordon Reber(2013) Johnson(2015),.0548359948251845,.0070749051,.01039728,10,10,,.0568259628160267,-.0019899679908422,.0019899679908422
T3_col7_atta,Overall,31,Miller(2018),.0559233210574445,.0081814928,.01862276,11,10,,.0568259628160267,-.0009026417585821,.0009026417585821
T3_col7_atta,Overall,22,Jackson Johnson Persico(2016),.0529309541937172,.0068512107,.01567835,11,10,,.0568259628160267,-.0038950086223095,.0038950086223095
T3_col7_atta,Overall,37,Weinstein Stiefel Schwartz Chalico(2009),.0567228474786179,.0072324462,.017459232,11,10,,.0568259628160267,-.0001031153374088,.0001031153374088
T3_col7_atta,Overall,0,full sample,.0568259628160267,.0072249398,.01674057,12,11,.0568259628160267,.0568259628160267,,
T3_col7_atta,Overall,2,Abott Kogan Lavertu Peskowitz(2020),.0567998119207468,.0072968733,.01779177,11,10,,.0568259628160267,-.0000261508952799,.0000261508952799
T3_col7_atta,Overall,7,Candelaria Shores(2019),.0588370492363094,.0088140583,.020045539,11,10,,.0568259628160267,.0020110864202827,.0020110864202827
